packet_id,lap_count,total_laps,pos_x,pos_y,pos_z,vx,vy,vz,speed_kmh,rotation_x,rotation_y,rotation_z,orientation,ang_vel_x,yaw_rate,ang_vel_z,body_height,throttle_pct,brake_pct,clutch_pedal,clutch_engagement,wheel_rotation_radians,sway,heave,surge,engine_rpm,boost_pressure,oil_pressure,water_temp,oil_temp,fuel_remaining,fuel_capacity,gear,suggested_gear,trans_rpm,trans_top_speed,gear1,gear2,gear3,gear4,gear5,gear6,gear7,gear8,tyre_temp_fl,tyre_temp_fr,tyre_temp_rl,tyre_temp_rr,tyre_radius_fl,tyre_radius_fr,tyre_radius_rl,tyre_radius_rr,wheel_rad_s_fl,wheel_rad_s_fr,wheel_rad_s_rl,wheel_rad_s_rr,sus_height_fl,sus_height_fr,sus_height_rl,sus_height_rr,best_lap_ms,last_lap_ms,time_of_day_ms,race_start_pos,total_cars,min_alert_rpm,max_alert_rpm,calc_max_speed,car_code,is_on_track,is_paused,is_loading,in_gear,has_turbo,rev_limit,hand_brake_active,asm_active,tcs_active,road_plane_dist,lat_g,lon_g
62611,6,0,-4.1862,19.3842,-189.0903,56.822,0.0219,-45.6115,262.31,0.006203,-0.432304,-0.007328,0.901677,-0.0041,0.0008,-0.0004,0.0314,100.0,0.0,0.0,1.0,0.00119,-0.249676,0.108599,1.394015,6754.0,1.9834,6.7328,85.0,110.0,100.0,100.0,6,15,6754.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.19,224.1942,231.1582,231.1582,0.2757,0.2762,0.2831,0.2832,99427,99427,23950133,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.5808,0.0057,0.1449
62612,6,0,-3.238,19.3845,-189.8514,56.8391,0.0152,-45.6262,262.39,0.006135,-0.432301,-0.00729,0.901679,-0.0054,0.0003,0.0076,0.0314,100.0,0.0,0.0,1.0,0.000595,-0.210772,-0.408083,1.323473,6758.0,1.9833,6.7332,85.0,110.0,100.0,100.0,6,15,6758.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.2592,224.261,231.2903,231.2903,0.2756,0.2763,0.2832,0.2832,99427,99427,23950150,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6146,0.002,0.1378
62613,6,0,-2.2894,19.3847,-190.6128,56.857,0.0136,-45.6416,262.47,0.006038,-0.432304,-0.007243,0.901679,-0.008,-0.0004,0.0102,0.0315,100.0,0.0,0.0,1.0,-0.0,-0.223213,-0.105547,1.393819,6760.0,1.9831,6.7337,85.0,110.0,100.0,100.0,6,15,6760.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.3308,224.3296,231.3439,231.3439,0.2759,0.2765,0.2827,0.283,99427,99427,23950166,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6327,-0.0031,0.1445
62614,6,0,-1.3405,19.3849,-191.3744,56.8732,0.0093,-45.6561,262.55,0.005938,-0.432307,-0.007152,0.901679,-0.0062,-0.0006,0.0151,0.0313,100.0,0.0,0.0,1.0,-0.0,-0.23327,-0.263801,1.270658,6764.0,1.983,6.7342,85.0,110.0,100.0,100.0,6,15,6764.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.3998,224.3976,231.4761,231.4761,0.2763,0.2767,0.2827,0.2829,99427,99427,23950183,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6334,-0.0044,0.1326
62615,6,0,-0.3914,19.3851,-192.1363,56.8905,0.0108,-45.6712,262.63,0.00588,-0.432313,-0.007076,0.901676,-0.0023,-0.0008,0.0111,0.0312,100.0,0.0,0.0,1.0,-0.0,-0.235084,0.081605,1.351535,6766.0,1.9828,6.7346,85.0,110.0,100.0,100.0,6,15,6766.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.475,224.4718,231.5379,231.5379,0.2762,0.2769,0.2827,0.283,99427,99427,23950200,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6867,-0.0056,0.1406
62616,6,0,0.5581,19.3853,-192.8984,56.9088,0.0114,-45.6862,262.72,0.005815,-0.432322,-0.006941,0.901674,0.0,-0.0011,0.018,0.0309,100.0,0.0,0.0,1.0,-0.0,-0.187488,0.029846,1.386319,6767.0,1.9827,6.7351,85.0,110.0,100.0,100.0,6,15,6767.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.5508,224.5458,231.5961,231.5961,0.2766,0.2767,0.2832,0.283,99427,99427,23950216,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6736,-0.0083,0.1442
62617,6,0,1.5079,19.3855,-193.6609,56.9275,0.0152,-45.7014,262.81,0.005815,-0.432336,-0.006899,0.901667,0.0022,-0.0017,0.0046,0.031,100.0,0.0,0.0,1.0,-0.00119,-0.180646,0.220832,1.427471,6768.0,1.9826,6.7355,85.0,110.0,100.0,100.0,6,15,6768.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.6288,224.6208,231.6362,231.6362,0.2764,0.2766,0.2829,0.2833,99427,99427,23950233,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7316,-0.0128,0.1476
62618,6,0,2.458,19.3857,-194.4235,56.9465,0.0134,-45.7157,262.89,0.005789,-0.43235,-0.006806,0.901662,0.002,-0.0017,0.0114,0.031,100.0,0.0,0.0,1.0,-0.00119,-0.128486,-0.116037,1.386557,6770.0,1.9827,6.736,85.0,110.0,100.0,100.0,6,15,6770.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.7016,224.6936,231.7158,231.7158,0.2765,0.2764,0.2833,0.2831,99427,99427,23950250,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7205,-0.0127,0.1452
62619,6,0,3.4084,19.386,-195.1865,56.9659,0.0148,-45.7296,262.98,0.005815,-0.432368,-0.006778,0.901653,0.0043,-0.0023,0.0017,0.0312,100.0,0.0,0.0,1.0,-0.00238,-0.093137,0.079373,1.409538,6772.0,1.9827,6.7364,85.0,110.0,100.0,100.0,6,15,6772.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.7787,224.7679,231.7677,231.7677,0.2761,0.2765,0.2831,0.2831,99427,99427,23950266,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7637,-0.0174,0.146
62620,6,0,4.3591,19.3861,-195.9496,56.9853,0.011,-45.7426,263.06,0.005809,-0.432391,-0.006677,0.901643,0.0048,-0.0028,0.0113,0.0313,100.0,0.0,0.0,1.0,-0.00238,-0.045189,-0.228461,1.357976,6774.0,1.9827,6.7368,85.0,110.0,100.0,100.0,6,15,6774.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,81.6,76.2,87.2,84.0,0.325,0.325,0.325,0.325,224.8521,224.8389,231.8473,231.8473,0.2762,0.276,0.2835,0.2831,99427,99427,23950283,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7495,-0.0208,0.1424
