packet_id,lap_count,total_laps,pos_x,pos_y,pos_z,vx,vy,vz,speed_kmh,rotation_x,rotation_y,rotation_z,orientation,ang_vel_x,yaw_rate,ang_vel_z,body_height,throttle_pct,brake_pct,clutch_pedal,clutch_engagement,wheel_rotation_radians,sway,heave,surge,engine_rpm,boost_pressure,oil_pressure,water_temp,oil_temp,fuel_remaining,fuel_capacity,gear,suggested_gear,trans_rpm,trans_top_speed,gear1,gear2,gear3,gear4,gear5,gear6,gear7,gear8,tyre_temp_fl,tyre_temp_fr,tyre_temp_rl,tyre_temp_rr,tyre_radius_fl,tyre_radius_fr,tyre_radius_rl,tyre_radius_rr,wheel_rad_s_fl,wheel_rad_s_fr,wheel_rad_s_rl,wheel_rad_s_rr,sus_height_fl,sus_height_fr,sus_height_rl,sus_height_rr,best_lap_ms,last_lap_ms,time_of_day_ms,race_start_pos,total_cars,min_alert_rpm,max_alert_rpm,calc_max_speed,car_code,is_on_track,is_paused,is_loading,in_gear,has_turbo,rev_limit,hand_brake_active,asm_active,tcs_active,road_plane_dist,lat_g,lon_g
56645,5,0,-4.4596,19.383,-188.7064,56.7913,0.0128,-45.4268,261.81,0.005999,-0.43303,-0.007502,0.901328,0.0003,0.0027,0.0031,0.0327,100.0,0.0,0.0,1.0,0.004166,-0.375116,0.166571,1.558442,6747.0,1.9823,6.7305,85.0,110.0,100.0,100.0,6,15,6747.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.8,86.9,83.7,0.325,0.325,0.325,0.325,223.7612,223.7739,230.8928,230.8928,0.2751,0.2759,0.2814,0.2817,99784,99784,23850700,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.5781,0.0201,0.1612
56646,5,0,-3.5118,19.3831,-189.4646,56.8084,0.007,-45.4445,261.89,0.005978,-0.433014,-0.007428,0.901337,0.0015,0.0026,0.0091,0.0325,100.0,0.0,0.0,1.0,0.004166,-0.354033,-0.359319,1.434067,6750.0,1.9824,6.731,85.0,110.0,100.0,100.0,6,15,6750.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.8,86.9,83.7,0.325,0.325,0.325,0.325,223.8376,223.8496,231.0106,231.0106,0.2752,0.2759,0.2818,0.2819,99784,99784,23850716,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.5862,0.0192,0.1488
56647,5,0,-2.5637,19.3833,-190.223,56.8264,0.0071,-45.4633,261.99,0.005971,-0.432994,-0.007381,0.901347,0.0016,0.0025,0.0054,0.0325,100.0,0.0,0.0,1.0,0.004166,-0.378659,-0.001737,1.515783,6751.0,1.9824,6.7315,85.0,110.0,100.0,100.0,6,15,6751.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,223.9174,223.9289,231.0454,231.0454,0.2753,0.2759,0.2815,0.282,99784,99784,23850733,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6198,0.0183,0.1578
56648,5,0,-1.6153,19.3833,-190.9818,56.8427,0.002,-45.4809,262.07,0.005961,-0.432976,-0.007281,0.901356,0.004,0.0029,0.0113,0.0322,100.0,0.0,0.0,1.0,0.004166,-0.382573,-0.315615,1.400243,6754.0,1.9825,6.7319,85.0,110.0,100.0,100.0,6,15,6754.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,223.9922,224.0053,231.1554,231.1554,0.2756,0.2761,0.2818,0.2822,99784,99784,23850750,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6148,0.0215,0.1454
56649,5,0,-0.6667,19.3833,-191.7408,56.8599,0.0027,-45.4992,262.16,0.005975,-0.432953,-0.00721,0.901368,0.0051,0.0029,0.007,0.032,100.0,0.0,0.0,1.0,0.004166,-0.388369,0.030134,1.452488,6755.0,1.9825,6.7324,85.0,110.0,100.0,100.0,6,15,6755.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.0699,224.0828,231.19,231.19,0.2755,0.2764,0.282,0.2823,99784,99784,23850766,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.653,0.0213,0.1523
56650,5,0,0.2823,19.3834,-192.5001,56.8767,0.0015,-45.5168,262.25,0.005963,-0.432937,-0.007085,0.901376,0.0052,0.0027,0.0141,0.0317,100.0,0.0,0.0,1.0,0.004166,-0.365845,-0.081996,1.419834,6756.0,1.9826,6.7328,85.0,110.0,100.0,100.0,6,15,6756.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.1447,224.1566,231.2379,231.2379,0.2755,0.2763,0.2826,0.2827,99784,99784,23850783,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.6859,0.0198,0.1475
56651,5,0,1.2315,19.3834,-193.2598,56.8939,0.0018,-45.5352,262.34,0.00594,-0.432918,-0.006994,0.901387,0.0022,0.0024,0.011,0.0314,100.0,0.0,0.0,1.0,0.004166,-0.38886,0.007241,1.465707,6756.0,1.9827,6.7332,85.0,110.0,100.0,100.0,6,15,6756.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.2186,224.2297,231.2471,231.2471,0.2759,0.2765,0.2826,0.2831,99784,99784,23850800,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7124,0.018,0.1521
56652,5,0,2.181,19.3835,-194.0197,56.9101,0.0048,-45.5529,262.42,0.005941,-0.4329,-0.006886,0.901396,0.0056,0.0029,0.0117,0.0314,100.0,0.0,0.0,1.0,0.004166,-0.399549,0.167629,1.395559,6757.0,1.9829,6.7337,85.0,110.0,100.0,100.0,6,15,6757.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.2945,224.3072,231.2941,231.2941,0.276,0.2763,0.2828,0.2832,99784,99784,23850816,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7168,0.0213,0.1455
56653,5,0,3.1308,19.3835,-194.78,56.9262,0.0028,-45.5703,262.51,0.005965,-0.432877,-0.006836,0.901408,0.0051,0.003,0.0041,0.0311,100.0,0.0,0.0,1.0,0.004166,-0.382927,-0.128015,1.37378,6759.0,1.9831,6.7341,85.0,110.0,100.0,100.0,6,15,6759.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.3656,224.379,231.3464,231.3464,0.2758,0.2764,0.2832,0.2836,99784,99784,23850833,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.7626,0.022,0.143
56654,5,0,4.0808,19.3836,-195.5405,56.9432,0.0036,-45.5878,262.59,0.005947,-0.432859,-0.006782,0.901417,0.0008,0.0028,0.0069,0.0312,100.0,0.0,0.0,1.0,0.004166,-0.353016,0.033729,1.416058,6759.0,1.9833,6.7345,85.0,110.0,100.0,100.0,6,15,6759.0,2.79,2.276,1.755,1.442,1.21,1.021,0.874,0.0,0.0,80.8,75.7,86.9,83.7,0.325,0.325,0.325,0.325,224.4358,224.4489,231.3571,231.3571,0.2759,0.2761,0.2835,0.2835,99784,99784,23850850,1,2,7500,8000,302,3352,1,0,0,1,1,0,0,0,0,-16.752,0.021,0.1481
